Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Frequency of Purchases,Discount Applied,Previous Purchases,Payment Method,Subscription Status
2331,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,Every 3 Months,No,47,PayPal,No
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,,Every 3 Months,No,10,Venmo,No
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,Fortnightly,Yes,22,Venmo,No
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Monthly,Yes,5,PayPal,Yes
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,Fortnightly,No,44,Bank Transfer,No
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,Bi-Weekly,No,4,Credit Card,No
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,Weekly,No,34,Venmo,No
3647,69,Female,Jewelry,Accessories,68,Nevada,M,Maroon,Spring,5,Fortnightly,No,39,Debit Card,No
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,Weekly,No,3,Bank Transfer,No
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,Quarterly,No,43,Credit Card,No
2364,60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,Bi-Weekly,No,38,Cash,No
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Annually,Yes,20,Cash,Yes
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5,Bi-Weekly,No,21,Cash,No
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Weekly,Yes,45,Venmo,Yes
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,Monthly,Yes,22,Debit Card,No
3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,Quarterly,No,47,Cash,No
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,Quarterly,No,32,Cash,No
3831,22,Female,Hat,Accessories,27,Pennsylvania,M,Indigo,Summer,3,Every 3 Months,No,33,Bank Transfer,No
3817,29,Female,Coat,Outerwear,86,Maryland,S,Silver,Summer,4.3,Fortnightly,No,45,Credit Card,No
2668,48,Female,Boots,Footwear,47,Maryland,M,Orange,Summer,4.1,Fortnightly,No,31,Cash,No
1368,60,Male,Belt,Accessories,63,Iowa,S,Black,Fall,3.8,Quarterly,Yes,25,Cash,No
2406,69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5,Quarterly,No,5,Debit Card,No
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Fortnightly,Yes,18,Venmo,Yes
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,Monthly,No,15,Bank Transfer,No
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Weekly,Yes,42,Cash,Yes
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Every 3 Months,Yes,11,Venmo,Yes
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,Weekly,No,21,Venmo,No
3618,48,Female,Belt,Accessories,47,Kentucky,M,Lavender,Fall,4.3,Monthly,No,29,Debit Card,No
1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,Every 3 Months,Yes,20,Bank Transfer,No
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,Fortnightly,No,38,PayPal,No
3899,44,Female,Shoes,Footwear,77,Minnesota,S,Brown,Summer,3.8,Weekly,No,24,Venmo,No
3867,58,Female,Hat,Accessories,32,Alaska,M,Beige,Winter,3.3,Fortnightly,No,33,Credit Card,No
2387,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,Monthly,No,14,Venmo,No
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,Quarterly,No,48,PayPal,No
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Every 3 Months,Yes,37,Venmo,Yes
3866,25,Female,Shorts,Clothing,42,Nebraska,M,Olive,Spring,4.2,Every 3 Months,No,28,Cash,No
2468,27,Male,Shorts,Clothing,72,New Jersey,M,Lavender,Spring,3.6,Annually,No,28,Credit Card,No
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,Monthly,Yes,38,Cash,No
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,Monthly,No,37,Cash,No
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Bi-Weekly,Yes,20,Bank Transfer,Yes
870,,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Weekly,Yes,33,PayPal,Yes
1371,27,Male,Scarf,Accessories,67,Montana,L,Peach,Summer,2.9,Every 3 Months,Yes,41,Bank Transfer,No
3316,48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,Every 3 Months,No,4,PayPal,No
2359,53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,Quarterly,No,38,Credit Card,No
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,Monthly,No,35,Venmo,No
2459,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,Weekly,No,17,Bank Transfer,No
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Fortnightly,Yes,28,PayPal,Yes
1299,29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3,Fortnightly,Yes,14,Bank Transfer,No
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Fortnightly,Yes,29,Venmo,Yes
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Every 3 Months,Yes,36,Credit Card,Yes
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Quarterly,Yes,31,Debit Card,Yes
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,Fortnightly,No,3,PayPal,No
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Quarterly,Yes,6,Bank Transfer,Yes
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4,Quarterly,Yes,33,Credit Card,Yes
3726,18,Female,Dress,Clothing,100,Oklahoma,S,Turquoise,Winter,4.4,Annually,No,2,PayPal,No
3331,38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,Quarterly,No,41,Bank Transfer,No
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,Fortnightly,Yes,6,PayPal,Yes
2377,21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,Weekly,No,5,Cash,No
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,Annually,No,49,PayPal,No
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,Annually,No,11,Credit Card,No
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Fortnightly,Yes,50,Venmo,Yes
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,Fortnightly,No,20,Credit Card,No
3773,44,Female,Pants,Clothing,26,New Hampshire,L,Yellow,Fall,3.1,Annually,No,35,Cash,No
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,Weekly,Yes,18,Venmo,No
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,,Bi-Weekly,Yes,30,Debit Card,Yes
2455,32,Male,Gloves,Accessories,72,Alaska,M,Magenta,Winter,4.6,Annually,No,33,Venmo,No
3763,65,Female,Shorts,Clothing,94,New York,L,Green,Fall,2.9,Annually,No,13,PayPal,No
3823,70,Female,Hat,Accessories,41,Kansas,S,Gold,Spring,3.2,Every 3 Months,No,17,PayPal,No
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Annually,Yes,20,Bank Transfer,Yes
1328,52,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,Weekly,Yes,37,Cash,No
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,Annually,No,24,Debit Card,No
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,Bi-Weekly,No,30,PayPal,No
3398,19,Female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,Bi-Weekly,No,13,Bank Transfer,No
2642,25,Male,Sunglasses,Accessories,60,Vermont,XL,Olive,Winter,2.7,Every 3 Months,No,20,Bank Transfer,No
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,Bi-Weekly,No,23,Cash,No
3738,19,Female,Jewelry,Accessories,23,Kentucky,S,Maroon,Winter,4.9,Bi-Weekly,No,43,PayPal,No
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4,Monthly,Yes,48,PayPal,Yes
1313,66,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3,Monthly,Yes,19,Bank Transfer,No
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,Annually,Yes,48,Credit Card,No
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Monthly,Yes,32,Bank Transfer,Yes
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Annually,Yes,33,Venmo,Yes
3642,51,Female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,Every 3 Months,No,39,Bank Transfer,No
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,Weekly,No,46,Venmo,No
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Annually,Yes,6,Venmo,Yes
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Quarterly,Yes,48,Bank Transfer,Yes
3832,36,Female,Backpack,Accessories,86,Nevada,L,Silver,Spring,4,Every 3 Months,No,16,Debit Card,No
2521,64,Male,Jacket,Outerwear,56,Illinois,L,Magenta,Summer,3.1,Every 3 Months,No,16,Cash,No
3305,30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,Every 3 Months,No,36,Bank Transfer,No
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,Monthly,No,17,PayPal,No
1301,67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,Every 3 Months,Yes,47,Credit Card,No
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Fortnightly,Yes,5,Credit Card,Yes
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,Fortnightly,Yes,47,Venmo,No
1383,68,Male,Jacket,Outerwear,55,Michigan,L,Brown,Winter,4.8,Quarterly,Yes,16,Bank Transfer,No
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4,Bi-Weekly,No,16,Debit Card,No
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,Weekly,Yes,41,Cash,No
4,21,Male,Sandals,Footwear,90,Rhode Island,M,Maroon,Spring,3.5,Weekly,Yes,49,PayPal,Yes
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Bi-Weekly,Yes,34,Cash,Yes
877,,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Weekly,Yes,1,Debit Card,Yes
3318,21,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,Quarterly,No,30,Cash,No
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Every 3 Months,Yes,24,Credit Card,Yes
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Monthly,Yes,3,Cash,Yes
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,Fortnightly,No,28,Credit Card,No
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,Weekly,No,18,Cash,No
3596,21,Female,Blouse,Clothing,41,South Dakota,M,Violet,Spring,3.1,Annually,No,14,PayPal,No
2838,65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,Weekly,No,44,PayPal,No
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,Fortnightly,Yes,44,Debit Card,No
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,Monthly,Yes,22,Credit Card,No
2862,66,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,Monthly,No,27,Credit Card,No
2646,23,Male,Scarf,Accessories,81,Louisiana,L,Olive,Spring,4,Bi-Weekly,No,24,Bank Transfer,No
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,Fortnightly,No,13,Venmo,No
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Annually,Yes,9,Cash,Yes
2571,36,Male,Sneakers,Footwear,27,New Mexico,XL,Olive,Spring,4,Fortnightly,No,12,PayPal,No
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,Annually,No,32,PayPal,No
1457,59,Male,Coat,Outerwear,100,Montana,S,Olive,Spring,2.7,Every 3 Months,Yes,30,PayPal,No
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,Fortnightly,No,7,Bank Transfer,No
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Every 3 Months,Yes,27,PayPal,Yes
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Bi-Weekly,Yes,17,Bank Transfer,Yes
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5,Annually,Yes,12,Bank Transfer,Yes
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,,Quarterly,No,42,Debit Card,No
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,Annually,No,31,Credit Card,No
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Fortnightly,Yes,36,Debit Card,Yes
1925,30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,Quarterly,No,42,PayPal,No
2619,70,Male,Handbag,Accessories,77,Louisiana,L,Brown,Fall,4.1,Monthly,No,12,Venmo,No
2423,30,Male,Jewelry,Accessories,82,Georgia,M,Peach,Winter,4.8,Weekly,No,45,Credit Card,No
3712,69,Female,Hat,Accessories,62,Texas,XL,Peach,Fall,3.2,Annually,No,33,Cash,No
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Annually,Yes,4,Bank Transfer,Yes
1805,30,Male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,Weekly,No,39,Credit Card,No
3736,38,Female,Sandals,Footwear,44,Massachusetts,L,Orange,Spring,3.1,Annually,No,29,PayPal,No
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,Every 3 Months,No,29,PayPal,No
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Annually,Yes,12,Bank Transfer,Yes
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Weekly,Yes,26,Venmo,Yes
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,Bi-Weekly,No,7,Bank Transfer,No
1831,50,Male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,Annually,No,7,Venmo,No
1915,28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,Fortnightly,No,40,Credit Card,No
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,Quarterly,No,14,Venmo,No
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,Monthly,No,22,Venmo,No
2362,44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,Every 3 Months,No,30,Credit Card,No
1472,31,Male,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,Every 3 Months,Yes,48,Venmo,No
1624,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,Annually,Yes,50,Debit Card,No
1355,64,Male,Backpack,Accessories,42,Maryland,M,Gray,Spring,3.6,Quarterly,Yes,21,Bank Transfer,No
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,Weekly,No,20,Bank Transfer,No
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,Fortnightly,No,29,Credit Card,No
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,Annually,No,33,PayPal,No
1419,18,Male,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,Every 3 Months,Yes,23,Venmo,No
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,Monthly,No,32,Cash,No
2720,69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,Monthly,No,4,Bank Transfer,No
785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Every 3 Months,Yes,41,Bank Transfer,Yes
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Monthly,Yes,50,Bank Transfer,Yes
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Every 3 Months,Yes,6,Cash,Yes
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,Every 3 Months,No,18,Cash,No
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,Weekly,No,49,PayPal,No
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Weekly,Yes,36,Cash,Yes
1296,30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,Weekly,Yes,50,PayPal,No
1597,42,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,Monthly,Yes,15,Debit Card,No
3718,45,Female,T-shirt,Clothing,85,Maryland,XL,White,Summer,4.2,Every 3 Months,No,47,Bank Transfer,No
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Weekly,Yes,4,Cash,Yes
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,Bi-Weekly,No,42,Debit Card,No
1685,,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,Weekly,No,28,PayPal,No
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,Weekly,No,47,Credit Card,No
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3,Every 3 Months,Yes,30,Credit Card,Yes
3363,50,Female,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3,Fortnightly,No,48,Venmo,No
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,Monthly,No,45,Cash,No
1386,41,Male,Jewelry,Accessories,64,Mississippi,M,Indigo,Fall,2.6,Bi-Weekly,Yes,1,Bank Transfer,No
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,Fortnightly,Yes,46,Venmo,No
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,Bi-Weekly,No,36,Debit Card,No
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,Every 3 Months,No,42,Cash,No
3879,60,Female,Hat,Accessories,42,South Carolina,M,Pink,Summer,3.4,Annually,No,24,Credit Card,No
3312,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4,Annually,No,18,Bank Transfer,No
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Annually,Yes,23,Bank Transfer,Yes
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,Every 3 Months,No,45,Debit Card,No
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,Quarterly,No,50,Bank Transfer,No
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Monthly,Yes,1,Credit Card,Yes
3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,Fortnightly,No,18,PayPal,No
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,Annually,No,19,Venmo,No
2806,18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,Quarterly,No,48,Cash,No
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,Bi-Weekly,Yes,11,PayPal,No
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Fortnightly,Yes,6,PayPal,Yes
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,Every 3 Months,Yes,24,Bank Transfer,No
1546,48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,4.9,Annually,Yes,49,Bank Transfer,No
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Every 3 Months,Yes,46,PayPal,Yes
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,Annually,Yes,45,Credit Card,No
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,,Annually,Yes,23,Debit Card,Yes
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Annually,Yes,41,Debit Card,Yes
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Bi-Weekly,Yes,17,Debit Card,Yes
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4,Weekly,Yes,38,Debit Card,Yes
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,Monthly,No,15,Cash,No
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,Fortnightly,Yes,6,Credit Card,No
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Quarterly,Yes,48,Debit Card,Yes
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Weekly,Yes,12,PayPal,Yes
1482,64,Male,Skirt,Clothing,33,Maryland,S,Gray,Spring,3.3,Quarterly,Yes,31,PayPal,No
3777,19,Female,Sneakers,Footwear,25,Alaska,L,Olive,Spring,4.1,Fortnightly,No,10,Credit Card,No
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,Quarterly,No,35,Bank Transfer,No
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Monthly,Yes,24,PayPal,Yes
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,Monthly,No,19,Cash,No
3597,28,Female,Hoodie,Clothing,83,South Carolina,M,Charcoal,Spring,4.3,Fortnightly,No,44,Cash,No
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,Fortnightly,Yes,34,Debit Card,No
2694,55,Female,Boots,Footwear,70,Hawaii,L,Lavender,Summer,2.6,Quarterly,No,46,Cash,No
1440,25,Male,Boots,Footwear,48,New Mexico,M,Magenta,Summer,4.8,Fortnightly,Yes,25,Cash,No
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Weekly,Yes,45,Credit Card,Yes
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,Every 3 Months,No,21,Credit Card,No
1919,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,Monthly,No,33,Debit Card,No
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Quarterly,Yes,46,PayPal,Yes
3436,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,Bi-Weekly,No,50,Debit Card,No
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4,Quarterly,No,1,Venmo,No
2463,68,Male,Pants,Clothing,99,Missouri,XL,Orange,Spring,4.3,Bi-Weekly,No,31,Bank Transfer,No
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Monthly,Yes,44,Venmo,Yes
1549,69,Male,Dress,Clothing,32,Maryland,M,Silver,Summer,3.7,Weekly,Yes,43,Bank Transfer,No
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Monthly,Yes,20,Debit Card,Yes
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,Fortnightly,No,13,Venmo,No
2733,21,Female,Socks,Clothing,75,Delaware,L,Orange,Winter,4.2,Every 3 Months,No,27,Debit Card,No
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,Every 3 Months,No,30,Cash,No
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,Annually,No,13,Debit Card,No
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Weekly,Yes,22,PayPal,Yes
3746,60,Female,Socks,Clothing,41,Washington,L,Gold,Spring,4.3,Monthly,No,2,Debit Card,No
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,Bi-Weekly,No,43,PayPal,No
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Weekly,Yes,26,Credit Card,Yes
2899,23,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,Annually,No,29,Credit Card,No
29,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Every 3 Months,Yes,41,PayPal,Yes
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,Annually,No,12,Debit Card,No
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Quarterly,Yes,31,Debit Card,Yes
3699,25,Female,Skirt,Clothing,54,California,XL,Maroon,Spring,4,Annually,No,4,Venmo,No
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,Quarterly,No,41,Venmo,No
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,Weekly,Yes,11,Credit Card,No
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Quarterly,Yes,24,Cash,Yes
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Bi-Weekly,Yes,34,Venmo,Yes
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,Weekly,No,4,Venmo,No
697,,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Monthly,Yes,49,Cash,Yes
3661,19,Female,Shoes,Footwear,74,Arkansas,L,Indigo,Winter,3.1,Fortnightly,No,13,Bank Transfer,No
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Annually,Yes,10,Debit Card,Yes
3615,46,Female,Gloves,Accessories,25,Delaware,L,Maroon,Spring,4.7,Annually,No,19,Bank Transfer,No
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Every 3 Months,Yes,36,Venmo,Yes
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4,Every 3 Months,No,47,Credit Card,No
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.3,Every 3 Months,Yes,24,Credit Card,Yes
3734,25,Female,Socks,Clothing,58,Illinois,M,Maroon,Fall,4.7,Every 3 Months,No,6,Debit Card,No
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Bi-Weekly,Yes,24,Credit Card,Yes
3805,37,Female,Hat,Accessories,77,Florida,M,Olive,Fall,,Annually,No,45,Cash,No
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,Bi-Weekly,No,5,Credit Card,No
